id	premise	hypothesis	label	label_text	url	genre
a011	Les Russes de Lettonie constituent environ 30% de la population de l'État balte et se réunissent chaque année le 9 mai pour commémorer la victoire de 1945 contre l'Allemagne nazie.	La Lettonie est composée de 50% de Russes.	1	contradiction	https://factuel.afp.com/doc.afp.com.32YW4AQ	conflit ukrainien-russe
a012	" En août 2022, le Parlement letton a qualifié la Russie d'""Etat soutenant le terrorisme"", dont les actes en Ukraine constituent un ""génocide ciblé contre le peuple ukrainien"", dans une déclaration publiée sur son site internet, immédiatement saluée par Kiev et dénoncée par Moscou.  "	" Le Parlement letton a qualifié la Russie d'""Etat combattant le terrorisme"" en 2022.  "	1	contradiction	https://factuel.afp.com/doc.afp.com.32YW4AQ	conflit ukrainien-russe
a013	" En août 2022, le Parlement letton a qualifié la Russie d'""Etat soutenant le terrorisme"", dont les actes en Ukraine constituent un ""génocide ciblé contre le peuple ukrainien"", dans une déclaration publiée sur son site internet, immédiatement saluée par Kiev et dénoncée par Moscou.  "	La Russie a salué la déclaration publiée par le Parlement letton en août 2022.	1	contradiction	https://factuel.afp.com/doc.afp.com.32YW4AQ	conflit ukrainien-russe
a014	Rebekah Maciorowski, une mercenaire américaine de 28 ans, est morte au front en Ukraine, selon une publication du 11 décembre 2022 sur Facebook. 	Rebekah Maciorowski a partagé une vidéo le 14 décembre 2022, trois jours après l'apparition de la publication du 11 décembre sur sa prétendue mort, pour démentir, affirmant qu'elle était en vie et en bonne santé.	1	contradiction	https://factuel.afp.com/doc.afp.com.333N4BC	conflit ukrainien-russe
a015	Rebekah Maciorowski était une mercenaire américaine qui décédée dans des combats avec l'armée russe en Ukraine. 	Rebekah Maciorowski était une secouriste bénévole américaine sur le terrain de conflit ukrainien.	1	contradiction	https://factuel.afp.com/doc.afp.com.333N4BC	conflit ukrainien-russe
a016	Rebekah Maciorowski  n’est pas un mercenaire mais une bénévole avec une expérience de 11 ans dans le secteur médical, travaillant actuellement comme secouriste en Ukraine. 	Rebekah Maciorowski est actuellement une secouriste bénévole en Ukraine.	0	compatibles	https://factuel.afp.com/doc.afp.com.333N4BC	conflit ukrainien-russe
a017	Rebekah Maciorowski, une mercenaire américaine de 28 ans, est morte au front en Ukraine, selon une publication du 11 décembre 2022 sur Facebook. 	Si Rebekah Maciorowski est bel et bien américaine et présente sur le front en Ukraine, elle n'est ni mercenaire, ni décédée dans des combats.	1	contradiction	https://factuel.afp.com/doc.afp.com.333N4BC	conflit ukrainien-russe
a018	Lors de la conférence de presse du 21 décembre 2022 tenue par Joe Biden et Volodymyr Zelensky à la Maison-Blanche, Joe Biden a quitté la salle à la fin de la conférence de presse, en même temps que Volodymyr Zelensky, qui ne s'est jamais retrouvé seul face aux journalistes au cours de ce point presse. 	Le 21 décembre 2022, le président américain Joe Biden s’est barré en pleine conférence de presse avec son homologue ukrainien Volodymyr Zelensky, alors que celui-ci était encore en train de parler.	1	contradiction	https://factuel.afp.com/doc.afp.com.33649RX	conflit ukrainien-russe
a019	Après la découverte du massacre de Boutcha en avril, Lioudmyla Denissova, à l'époque commissaire aux droits humains du Parlement ukrainien, a dénoncé plusieurs cas de viols. 	À l’époque de la découverte du massacre de Boutcha en avril, Lioudmyla Denissova était commissaire aux droits de l’homme du Parlement ukrainien.	0	compatibles	https://factuel.afp.com/doc.afp.com.336H3RD	conflit ukrainien-russe
a020	Après la découverte du massacre de Boutcha en avril, Lioudmyla Denissova, à l'époque commissaire aux droits humains du Parlement ukrainien, a dénoncé plusieurs cas de viols. 	À l’époque de la découverte du massacre de Boutcha en avril, Lioudmyla Denissova ne travaillait pas pour le Parlement ukrainien. 	1	contradiction	https://factuel.afp.com/doc.afp.com.336H3RD	conflit ukrainien-russe
a021	La commission d'enquête internationale indépendante sur l'Ukraine a déclaré avoir vérifié plus d'une centaine de cas de viols et agressions sexuelles en Ukraine depuis le début de la guerre, et précisé que l'âge des victimes s'étend de 4 ans à 82 ans. 	Il y a eu aussi des cas de viols et agressions sexuelles d’enfants en Ukraine depuis le début de la guerre, selon la commission d'enquête internationale indépendante sur l'Ukraine. 	0	compatibles	https://factuel.afp.com/doc.afp.com.336H3RD	conflit ukrainien-russe
a022	" Le 31 mai, Lioudmyla Denissova -membre du parti d'opposition ""Front populaire""- a été renvoyé par le parlement ukrainien, le parti présidentiel lui reprochant de n'avoir rien fait pour organiser des évacuations de civils et des échanges de prisonniers.  "	Le Parlement ukrainien a renvoyé Lioudmyla Denisova, membre du parti d’opposition. Il lui est reproché par le parti du Président de ne pas avoir contribué aux évacuations de civils.	0	compatibles	https://factuel.afp.com/doc.afp.com.336H3RD	conflit ukrainien-russe
a023	" Le 31 mai, Lioudmyla Denissova -membre du parti d'opposition ""Front populaire""- a été renvoyé par le parlement ukrainien, le parti présidentiel ""Serviteur du peuple"" lui reprochant de n'avoir rien fait pour organiser des évacuations de civils et des échanges de prisonniers.  "	" Dans le parlement ukrainien, le parti d’opposition s’appelle ""Serviteur du peuple"". "	1	contradiction	https://factuel.afp.com/doc.afp.com.336H3RD	conflit ukrainien-russe
a024	La médiatrice pour les droits de l’homme en Ukraine, Lyudmila Denisova, avait rapporté qu’à Bucha [Boutcha, NDLR], 25 filles et femmes âgées de 14 à 24 ans ont été retenues captives dans un sous-sol par des soldats russes et agressées à plusieurs reprises. 	Lioudmyla Denissova avait documenté sur ses réseaux sociaux les cas de 25 femmes, âgées de 14 à 24 ans, maintenues dans une cave et violées à Boutcha. 	0	compatibles	https://factuel.afp.com/doc.afp.com.336H3RD	conflit ukrainien-russe
a025	Les Nations Unies précisent que depuis le 24 février 2022, la Mission de surveillance des droits de l'homme des Nations Unies en Ukraine, a documenté trois cas de violence sexuelle contre des enfants. 	L'ONU a documenté des cas de viols d'enfants.	0	compatibles	https://factuel.afp.com/doc.afp.com.336H3RD	conflit ukrainien-russe
a026	Plusieurs photographes ayant immortalisé l'événement du 10 octobre 2022 à Kiev ont assuré à l'AFP que des médecins ont porté secours à des civils, couverts de sang, victimes des frappes sur plusieurs quartiers dont le centre-ville de la capitale.	Les dégâts causés par les bombardements russes meurtriers du 10 octobre 2022 sont documentés.	0	compatibles	https://factuel.afp.com/doc.afp.com.32M44GV	conflit ukrainien-russe
a027	Plusieurs photoreporters présents sur le terrain lors des frappes du 10 octobre 2022 ont assuré à l'AFP avoir vu et photographié des vraies personnes blessées, ensanglantées, secourues par des médecins.	" Une ""mise en scène"" a été orchestrée le 10 octobre 2022 et des civils jouait de la comédie en portant du ""maquillage"", afin de passer pour de ""faux blessés"" en Ukraine. Des publications relayées sur les réseaux sociaux accusent ""les médias mainstream occidentaux"" de diffuser les images d'une mascarade en Ukraine. "	1	contradiction	https://factuel.afp.com/doc.afp.com.32M44GV	conflit ukrainien-russe
a028	Les bombardements perpétrés le 10 octobre 2022 par la Russie visaient particulièrement à détruire des infrastructures ukrainiennes afin de limiter l'accès du pays à ses ressources énergétiques.	Après une série de défaites de son armée sur plusieurs fronts en Ukraine, Moscou s'est en effet résolu à un changement brutal de stratégie pour tenter d'inverser cette spirale : frapper massivement les centrales électriques ukrainiennes à l'approche de l'hiver.	0	compatibles	https://factuel.afp.com/doc.afp.com.32M44GV	conflit ukrainien-russe
a029	" Une recherche n’a pu retrouver qu’une seule manifestation récente en lien avec la Russie ou le conflit en Ukraine ; cette marche, qui a réuni seulement ""quelques 200 personnes"", s’est tenue le 21 octobre 2022 dans la ville de Gênes, dans le nord de l’Italie. "	De grandes manifestations populaires dans plusieurs capitales européennes contre les sanctions imposées à la Russie suite à l’invasion de l’Ukraine ont eu lieu le week-end du 22 octobre 2022.	1	contradiction	https://factuel.afp.com/doc.afp.com.32M47LA	conflit ukrainien-russe
a030	Paris a annoncé récemment son intention de renforcer sa présence militaire sur le flanc Est de l'Otan dans les prochaines semaines avec des troupes supplémentaires équipées de chars et de blindés, alors que le conflit russo-ukrainien connaît une nouvelle escalade.	" Au regard de la situation sur le flanc oriental de l'Otan, au regard de la violence des combats en Ukraine, dans cette guerre menée par la Fédération de Russie, le président de la République (Emmanuel Macron, NDLR) a décidé de rehausser notre posture défensive"", a fait valoir le 11 octobre le ministre français des Armées Sébastien Lecornu. "	0	compatibles	https://factuel.afp.com/doc.afp.com.32LP6GB	conflit ukrainien-russe
a031	La France vient d'annoncer le renforcement de sa présence militaire sur le flanc Est de l'Otan dans les prochaines semaines. Par ailleurs, la politique de dissuasion nucléaire de la France est indépendante de l'Otan mais cela ne signifie pas que le pays abandonne ses partenaires.	La France, qui fait partie des fournisseurs d'armes à l’Ukraine, a décidé de quitter l’Otan et d’Abandonner les États-Unis.	1	contradiction	https://factuel.afp.com/doc.afp.com.32LP6GB	conflit ukrainien-russe
a032	Les forces nucléaires stratégiques indépendantes du Royaume-Uni et de la France ont un rôle de dissuasion propre et contribuent de manière significative à la sécurité globale de l'Alliance. Les centres de décision distincts de ces Alliés contribuent à la dissuasion, en compliquant les calculs d'adversaires potentiels.	Cette doctrine d’indépendance de la politique de dissuasion nucléaire française, qui lui confère une certaine autonomie, est plutôt considérée comme un atout par l'Otan.	0	compatibles	https://factuel.afp.com/doc.afp.com.32LP6GB	conflit ukrainien-russe
a033	" Anne-Claire Legendre, porte-parole du ministère de l'Europe et des Affaires étrangères, a indiqué dans un tweet que l'ambassadeur Etienne de Poncins ""n'a jamais quitté son poste en Ukraine"". "	Après le déluge de feu russe qui s’est abattue sur Kiev la capitale de l’Ukraine, l’ambassadeur de la France a déposé sa démission et a quitté Kiev hier dit-il pour sauver sa vie.	1	contradiction	https://factuel.afp.com/doc.afp.com.32LP67J	conflit ukrainien-russe
a034	" RT France a indiqué dans un mail que la page Facebook nommée RT Afrique a usurpé l’identité du média RT. Il s'agit de la page d'un ""blog personnel"". "	La page Facebook RT Afrique est associée avec le média RT.	1	contradiction	https://factuel.afp.com/doc.afp.com.32LP67J	conflit ukrainien-russe
a035	Depuis le début de la guerre le 24 février, Moscou a déjà bloqué plusieurs sites de médias occidentaux (BBC, Die Welt, RFI, Deutsche Welle...) et de réseaux sociaux comme Facebook, Twitter, et Instagram.	" Moscou soutient et n’entrave pas le ""travail des médias occidentaux"" sur son territoire. "	1	contradiction	https://factuel.afp.com/doc.afp.com.32LP67J	conflit ukrainien-russe
a036	Le crash du jet du fondateur allemand du groupe industriel Griesemann au-dessus de la mer Baltique début septembre a notamment fait émerger des rumeurs. Selon des internautes, cet homme d'affaires et son groupe étaient responsables de l'entretien de Nord Stream. Raison pour laquelle, sous-entendent certaines publications, son avion a été abattu. 	" Le porte-parole du groupe Griesemann a toutefois démenti tout lien avec Nord Stream : ""Il n'y a aucun lien entre le groupe Griesemann ou Peter Griesemann et l'un des deux gazoducs de Nord Stream ou des parties de ceux-ci"".  "	1	contradiction	https://factuel.afp.com/doc.afp.com.32LK9VD	conflit ukrainien-russe
a037	Le crash du jet du fondateur allemand du groupe industriel Griesemann au-dessus de la mer Baltique début septembre a notamment fait émerger des rumeurs. Selon des internautes, cet homme d'affaires et son groupe étaient responsables de l'entretien de Nord Stream. Raison pour laquelle, sous-entendent certaines publications, son avion a été abattu. 	C'est le fabricant Siemens Energy qui s'occupe de la maintenance des turbines du gazoduc Nord Stream.	1	contradiction	https://factuel.afp.com/doc.afp.com.32LK9VD	conflit ukrainien-russe
a038	Le crash du jet du fondateur allemand du groupe industriel Griesemann au-dessus de la mer Baltique début septembre a notamment fait émerger des rumeurs. Selon des internautes, cet homme d'affaires et son groupe étaient responsables de l'entretien de Nord Stream. Raison pour laquelle, sous-entendent certaines publications, son avion a été abattu. 	Interrogé par l'AFP, un porte-parole de l'entreprise a confirmé le 8 septembre 2022 que son fondateur Peter Griesemann se trouvait parmi les victimes du crash au-dessus de la mer Baltique. Les forces aériennes de Lettonie, de Suède et du Danemark ont toutefois indiqué ne pas avoir connaissance que l'avion ait été abattu.	1	contradiction	https://factuel.afp.com/doc.afp.com.32LK9VD	conflit ukrainien-russe
a039	Le crash du jet du fondateur allemand du groupe industriel Griesemann au-dessus de la mer Baltique début septembre a notamment fait émerger des rumeurs. Selon des internautes, cet homme d'affaires et son groupe étaient responsables de l'entretien de Nord Stream. Raison pour laquelle, sous-entendent certaines publications, son avion a été abattu. 	Interrogé par l'AFP, un porte-parole de l'entreprise a confirmé le 8 septembre 2022 que son fondateur Peter Griesemann se trouvait parmi les victimes du crash au-dessus de la mer Baltique.	0	compatibles	https://factuel.afp.com/doc.afp.com.32LK9VD	conflit ukrainien-russe
a040	Le crash du jet du fondateur allemand du groupe industriel Griesemann au-dessus de la mer Baltique début septembre a notamment fait émerger des rumeurs. Selon des internautes, cet homme d'affaires et son groupe étaient responsables de l'entretien de Nord Stream. Raison pour laquelle, sous-entendent certaines publications, son avion a été abattu. 	" Griesemann n’assure pas non plus la maintenance des autres installations du gazoduc, et n'a ""pas l'expertise nécessaire pour construire ou entretenir des pipelines"". "	1	contradiction	https://factuel.afp.com/doc.afp.com.32LK9VD	conflit ukrainien-russe
a041	" Un porte-parole de l'entreprise a confirmé le 8 septembre 2022 que son fondateur Peter Griesemann se trouvait parmi les victimes du crash au-dessus de la mer Baltique. ""Avec lui se trouvaient deux membres de sa famille et une autre personne"", a-t-il précisé. "	Plusieurs articles de médias allemands disponibles en ligne (comme Focus Online ou Express) identifient les quatre victimes du crash survenu le 4 septembre comme étant Peter Griesemann, le fondateur du groupe du même nom, ainsi que son épouse, sa fille et le compagnon de cette dernière.	0	compatibles	https://factuel.afp.com/doc.afp.com.32LK9VD	conflit ukrainien-russe
a042	Le 26 septembre, quatre énormes fuites de gaz, qui auraient été déclenchées par des détonations sous-marines, s'étaient produites sur les gazoducs Nord Stream 1 et 2. Un tronçon d'au moins 50 mètres du gazoduc Nord Stream 1 est manquant à la suite de ce sabotage présumé.	Les graves fuites ayant touché en septembre les gazoducs Nord Stream, qui relient la Russie à l'Allemagne, n’étaient surement pas le résultat d'un acte de sabotage.	1	contradiction	https://factuel.afp.com/doc.afp.com.32LK9VD	conflit ukrainien-russe
a043	Des succès militaires rendus possibles notamment grâce à l’appui des États-Unis et de leurs partenaires de l’Otan, qui envoient à l’Ukraine de l’armement lourd, comme des obusiers et des Himars, un lance-roquettes monté sur des blindés légers.	Depuis le début de la guerre en Ukraine, l’Otan a d'ailleurs indiqué à plusieurs reprises qu’elle ne déploierait pas de soldats dans ce pays.	0	compatibles	https://factuel.afp.com/doc.afp.com.32LL26W	conflit ukrainien-russe
a044	Depuis le début de la guerre en Ukraine, l’Otan a d'ailleurs indiqué à plusieurs reprises qu’elle ne déploierait pas de soldats dans ce pays.	Le convoi des conseillers militaires de l'OTAN détruit par l'armée RUSSE du président Vladimir Poutine en UKRAINE .	1	contradiction	https://factuel.afp.com/doc.afp.com.32LL26W	conflit ukrainien-russe
a045	ARMA 3 est un jeu vidéo sur le thème de la guerre mis sur le marché en 2013 par le développeur de jeux Bohemia Interactive, basé en République Tchèque.	Depuis le début de la guerre en Ukraine, plusieurs extraits du jeu vidéo Arma 3 ont été présentées de manière trompeuse comme des images de combats en Ukraine.	0	compatibles	https://factuel.afp.com/doc.afp.com.32LL26W	conflit ukrainien-russe
a046	" De nombreuses publications partagées plusieurs milliers de fois dans plusieurs pays depuis début octobre avancent qu’un certain ""Erik Olsen"" ou ""Ollsen"", ""l'enquêteur principal chargé d'enquêter sur le sabotage"" des gazoducs Nord Stream 1 et 2 en mer Baltique, est mort, avant de révéler des secrets sur l'enquête. "	Ni le parquet suédois en charge de l'enquête sur les fuites des gazoducs Nord Stream, ni la police de Stockholm, n'ont connaissance d'un enquêteur portant le nom Erik Olsen ou d'une mort suspecte parmi les personnes chargées des investigations, comme elles l'ont expliqué à l'AFP.	1	contradiction	https://factuel.afp.com/doc.afp.com.32L98NZ	conflit ukrainien-russe
a047	" Le 8 octobre, un certain Remco Van Velzen annonce sur Twitter la mort du ""chef adjoint du bureau du procureur suédois, Erik Ollsen, qui était l'enquêteur principal chargé d'enquêter sur le sabotage des gazoducs Nord Stream 1 et 2"". "	" L’internaute Remco Van Velzen a dit sur Twitter que rien ne prouvait que ""M. Ollson"" [sic] était en charge de l'enquête sur l’incident de Nord Stream"". "	1	contradiction	https://factuel.afp.com/doc.afp.com.32L98NZ	conflit ukrainien-russe
a048	La Swedish Prosecution Authority a souligné que l'investigation sur Nord Stream était menée par Mats Ljungqvist, cité notamment dans ce communiqué de presse du 6 octobre.	" Le procureur en charge de l’enquête sur l'affaire Nord Stream appelé Erik Olsson est mort à la suite d'une piqûre d'abeille"". "	1	contradiction	https://factuel.afp.com/doc.afp.com.32L98NZ	conflit ukrainien-russe
a049	" Selon des publications, les articles 106 et 107 de la Charte des Nations unies disposent que ""la Russie, en tant que successeur légal du vainqueur de la Seconde Guerre mondiale, a le droit de prendre toutes les mesures, y compris militaires, contre l'Allemagne, la Hongrie, l'Autriche, la Roumanie, la Bulgarie, la Finlande, la Croatie, la Slovénie, la République tchèque, la Lettonie, l'Estonie, la Lituanie et l'Ukraine pour des tentatives de renaissance du nazisme"". C'est conformement à ces articles de la Charte que la Russie a envahi l'Ukraine en février 2022. "	" Dès le premier jour de l'invasion russe en Ukraine, le secrétaire général des Nations unies, Antonio Guterres, l'avait dénoncée comme ""une erreur, contre la Charte"" des Nations Unies. "	1	contradiction	https://factuel.afp.com/doc.afp.com.32LC2P6	conflit ukrainien-russe
a050	" Selon des publications, les articles 106 et 107 de la Charte des Nations unies disposent que ""la Russie, en tant que successeur légal du vainqueur de la Seconde Guerre mondiale, a le droit de prendre toutes les mesures, y compris militaires, contre l'Allemagne, la Hongrie, l'Autriche, la Roumanie, la Bulgarie, la Finlande, la Croatie, la Slovénie, la République tchèque, la Lettonie, l'Estonie, la Lituanie et l'Ukraine pour des tentatives de renaissance du nazisme"". C'est conformement à ces articles de la Charte que la Russie a envahi l'Ukraine en février 2022. "	" Le statut de membre permanent de la Russie joue en sa faveur, comme le rappelle Catherine Le Bris : ""L'intervention militaire de la Russie en Ukraine viole la Charte de l'ONU mais comme la Russie est membre permanent du Conseil de sécurité, elle l'empêche de fonctionner grâce à son droit de veto"". "	1	contradiction	https://factuel.afp.com/doc.afp.com.32LC2P6	conflit ukrainien-russe
a051	" Les articles 106 et 107 de la Charte des Nations Unies étaient des ""dispositions transitoires de sécurité"" prises dans le contexte de la fin de la deuxième guerre mondiale et ne peuvent être invoquées pour des conflits actuels. "	Les articles 106 et 107 de la Charte des Nations Unies autorise l’opération spéciale de la Russie en Ukraine lancée en 2022.	1	contradiction	https://factuel.afp.com/doc.afp.com.32LC2P6	conflit ukrainien-russe
a052	" Le 26 avril 2022, lors de sa rencontre avec Antonio Guterres à Moscou, Vladimir Poutine avait lui-même défendu la conformité de l'invasion russe en Ukraine à la Charte des Nations Unies, mais en citant son article 51, relatif à la légitime défense, par lequel les membres de l'ONU ""s'abstiennent, dans leurs relations internationales, de recourir à la menace ou à l'emploi de la force, soit contre l'intégrité territoriale ou l'indépendance politique de tout État, soit de toute autre manière incompatible avec les buts des Nations Unies."" Vladimir Poutine avait affirmé, au cours de son entretien avec le secrétaire général de l'ONU, avoir respecté cette disposition de la Charte en répondant ""à l'appel à l'aide militaire"" formulé à la Russie, en raison de ""leur agression armée"" par l'Ukraine, par les régions de Lougansk et de Donetsk. "	" Comme l'expliquait Guillaume Devin dans une tribune publiée par le journal belge Le Soir, le 15 mars 2022, ""les entités prétendument agressées (« les Républiques populaires du Donbass ») ne sont en aucun cas 'membres des Nations unies'. En outre, les mesures prises en application du droit de légitime défense ne valent que 'jusqu’à ce que le Conseil de sécurité ait pris les mesures nécessaires pour le maintien de la paix et de la sécurité internationales', ce qui est, par hypothèse, impossible puisqu’avec son droit de veto, la Russie bloque le fonctionnement normal du Conseil."" ""Pour exercer ce droit de légitime défense, il faut d'abord avoir été attaqué, ce qui n'est pas le cas de la Russie"", souligne par ailleurs Alexandra Novosseloff. "	1	contradiction	https://factuel.afp.com/doc.afp.com.32LC2P6	conflit ukrainien-russe
a053	" Si des mouvements ultra nationalistes et même nazistes sont actifs en Ukraine, notamment dans l'armée, ils restent ""minoritaires"" et marginalisés au niveau politique. "	" L'intervention militaire de la Russie vise à ""la dénazification de l’Ukraine"", le régime de Volodymyr Zelensky étant affilié au nazisme. "	1	contradiction	https://factuel.afp.com/doc.afp.com.32LC2P6	conflit ukrainien-russe
a054	" La Russie fait appel, pour son invasion de 2022 en Ukraine, à l'article 107, visant les actions menées comme suite de la Seconde Guerre mondiale"". "	L'agression russe de 2022 ne se situe pas dans le prolongement de la Seconde Guerre mondiale.	1	contradiction	https://factuel.afp.com/doc.afp.com.32LC2P6	conflit ukrainien-russe
a055	" Surnommée le ""grenier à blé de l'Europe"", l’Ukraine figure parmi les plus gros producteurs et exportateurs mondiaux de produits de grandes cultures, en particulier de céréales et d’oléagineux. "	L’Ukraine est notamment 5e exportateur mondial de blé, selon l'Organisation de Coopération et de Développement Economique (OCDE).	0	compatibles	https://factuel.afp.com/doc.afp.com.32KN6HY	conflit ukrainien-russe
a056	En vertu de la réforme du droit foncier ukrainien entrée en vigueur le 1er juillet 2021, la vente de terres agricoles du pays à des individus ou groupes étrangers est actuellement interdite.	Le président ukrainien Volodymyr Zelensky a vendu 40% des terres agricoles ukrainiennes, parmi les plus fertiles au monde, à Monsanto, Cargill et DuPont.	1	contradiction	https://factuel.afp.com/doc.afp.com.32KN6HY	conflit ukrainien-russe
a057	D'après l'article 130 de la loi foncière, seuls les citoyens ukrainiens, les autorités locales d'Ukraine ou l'État ukrainien lui-même peuvent acquérir des terres agricoles.	" Trois ""multinationales américaines"" ont acheté 17 millions d'hectares de terres arables en Ukraine. "	1	contradiction	https://factuel.afp.com/doc.afp.com.32KN6HY	conflit ukrainien-russe
a058	Depuis l'effondrement de l'Union soviétique en 1991, l'ouverture du marché des terres agricoles fait l'objet de discussions en Ukraine.	La vente de parcelles à des acteurs étrangers n'était pas légale en Ukraine, même avant l'adoption des différents moratoires.	0	compatibles	https://factuel.afp.com/doc.afp.com.32KN6HY	conflit ukrainien-russe
a059	Les entreprises autorisées à acheter des parcelles en Ukraine doivent avoir été fondées au nom de la loi ukrainienne et doivent exclusivement appartenir à des citoyens ukrainiens. L'ensemble de leurs actionnaires doivent également être citoyens ukrainiens -- ou des institutions publiques ukrainiennes -- s'ils souhaitent acheter des terres agricoles du pays.	À ce jour, il n'y a aucune possibilité pour les individus ou les entreprises étrangers d'acquérir des terres agricoles en Ukraine.	0	compatibles	https://factuel.afp.com/doc.afp.com.32KN6HY	conflit ukrainien-russe
a060	Les entreprises autorisées à acheter des parcelles en Ukraine doivent avoir été fondées au nom de la loi ukrainienne et doivent exclusivement appartenir à des citoyens ukrainiens. L'ensemble de leurs actionnaires doivent également être citoyens ukrainiens -- ou des institutions publiques ukrainiennes -- s'ils souhaitent acheter des terres agricoles du pays.	En Ukraine, à partir du 1er janvier 2024, les particuliers et les entreprises pourront acheter jusqu'à 10.000 hectares de terres agricoles. Cependant, seules les entreprises fondées en vertu de la loi ukrainienne et détenues par des Ukrainiens seront éligibles.	0	compatibles	https://factuel.afp.com/doc.afp.com.32KN6HY	conflit ukrainien-russe
a061	Monsanto, filiale de la société allemande Bayer, ne possède pas de terres agricoles en Ukraine. À ce jour, il n'y a aucune possibilité pour les individus ou les entreprises étrangers d'acquérir des terres agricoles en Ukraine.	Le président ukrainien, Volodymyr Zelensky, a vendu plus d'un tiers de ces terres arables à trois géants américains de l'agroalimentaire et de l'industrie de la chimie, à savoir Monsanto, Cargill et DuPont.	1	contradiction	https://factuel.afp.com/doc.afp.com.32KN6HY	conflit ukrainien-russe
